country_id,league_id,season,stage,date,match_api_id,home_team_api_id,away_team_api_id,home_team_goal,away_team_goal,home_player_X1,home_player_X2,home_player_X3,home_player_X4,home_player_X5,home_player_X6,home_player_X7,home_player_X8,home_player_X9,home_player_X10,home_player_X11,away_player_X1,away_player_X2,away_player_X3,away_player_X4,away_player_X5,away_player_X6,away_player_X7,away_player_X8,away_player_X9,away_player_X10,away_player_X11,home_player_Y1,home_player_Y2,home_player_Y3,home_player_Y4,home_player_Y5,home_player_Y6,home_player_Y7,home_player_Y8,home_player_Y9,home_player_Y10,home_player_Y11,away_player_Y1,away_player_Y2,away_player_Y3,away_player_Y4,away_player_Y5,away_player_Y6,away_player_Y7,away_player_Y8,away_player_Y9,away_player_Y10,away_player_Y11,home_player_1,home_player_2,home_player_3,home_player_4,home_player_5,home_player_6,home_player_7,home_player_8,home_player_9,home_player_10,home_player_11,away_player_1,away_player_2,away_player_3,away_player_4,away_player_5,away_player_6,away_player_7,away_player_8,away_player_9,away_player_10,away_player_11,goals_from_xml,shoton_count,shotoff_count,foul_count,yellow_card_count,red_card_count,cross_count,corner_count,home_possession,away_possession
1729,1729,2012/2013,1,2012-08-18 00:00:00,1228229,9825,8472,0,0,1.0,2.0,4.0,6.0,8.0,3.0,5.0,7.0,3.0,5.0,7.0,1.0,2.0,4.0,6.0,8.0,1.0,3.0,5.0,7.0,9.0,5.0,1.0,3.0,3.0,3.0,3.0,7.0,7.0,7.0,10.0,10.0,10.0,1.0,3.0,3.0,3.0,3.0,7.0,7.0,7.0,7.0,7.0,11.0,169718.0,214685.0,35606.0,26005.0,78513.0,27277.0,24011.0,37436.0,31013.0,32118.0,37950.0,37868.0,25075.0,33863.0,24150.0,30352.0,24157.0,35443.0,25150.0,160243.0,175947.0,33468.0,0,6,12,20,0,0,23,7,52,48
1729,1729,2012/2013,1,2012-08-20 00:00:00,1228230,8668,10260,1,0,1.0,2.0,4.0,6.0,8.0,2.0,4.0,6.0,8.0,5.0,5.0,1.0,2.0,4.0,6.0,8.0,6.0,3.0,5.0,7.0,4.0,5.0,1.0,3.0,3.0,3.0,3.0,7.0,7.0,7.0,7.0,9.0,11.0,1.0,3.0,3.0,3.0,3.0,6.0,8.0,8.0,8.0,6.0,11.0,31465.0,24023.0,23268.0,24216.0,24846.0,24006.0,24156.0,30371.0,36012.0,39618.0,8922.0,182917.0,35327.0,30865.0,34944.0,32569.0,30373.0,40945.0,30829.0,144993.0,160713.0,113836.0,1,9,13,23,3,0,41,14,44,56
1729,1729,2012/2013,1,2012-08-18 00:00:00,1228231,9879,9850,5,0,1.0,2.0,4.0,6.0,8.0,2.0,4.0,6.0,8.0,4.0,6.0,1.0,2.0,4.0,6.0,8.0,2.0,4.0,6.0,8.0,5.0,5.0,1.0,3.0,3.0,3.0,3.0,7.0,7.0,7.0,7.0,10.0,10.0,1.0,3.0,3.0,3.0,3.0,7.0,7.0,7.0,7.0,9.0,11.0,30633.0,31290.0,26777.0,23780.0,24130.0,34574.0,37259.0,41008.0,282274.0,38229.0,30496.0,40602.0,24903.0,72417.0,34275.0,23727.0,23629.0,46354.0,24583.0,47194.0,32728.0,24698.0,4,6,8,22,0,0,36,9,56,44
1729,1729,2012/2013,1,2012-08-19 00:00:00,1228232,8456,8466,3,2,1.0,2.0,4.0,6.0,8.0,2.0,4.0,6.0,8.0,4.0,6.0,1.0,2.0,4.0,6.0,8.0,3.0,5.0,7.0,5.0,7.0,3.0,1.0,3.0,3.0,3.0,3.0,7.0,7.0,7.0,7.0,10.0,10.0,1.0,3.0,3.0,3.0,3.0,7.0,7.0,7.0,10.0,10.0,10.0,31432.0,30509.0,39027.0,33086.0,31291.0,26181.0,109058.0,36615.0,37459.0,38817.0,37412.0,35496.0,157838.0,26552.0,45418.0,23823.0,279490.0,46893.0,37234.0,24501.0,109491.0,35345.0,5,4,11,10,3,0,27,10,69,31
1729,1729,2012/2013,1,2012-08-18 00:00:00,1228233,10261,8586,2,1,1.0,2.0,4.0,6.0,8.0,2.0,4.0,6.0,8.0,4.0,6.0,1.0,2.0,4.0,6.0,8.0,4.0,6.0,3.0,5.0,7.0,5.0,1.0,3.0,3.0,3.0,3.0,7.0,7.0,7.0,7.0,10.0,10.0,1.0,3.0,3.0,3.0,3.0,6.0,6.0,8.0,8.0,8.0,11.0,24229.0,49571.0,24228.0,23579.0,150466.0,26163.0,38373.0,26160.0,33852.0,46700.0,35411.0,30380.0,159833.0,26108.0,38835.0,40006.0,156727.0,115681.0,30895.0,157729.0,31921.0,30348.0,2,4,8,21,4,0,30,8,55,45
1729,1729,2012/2013,1,2012-08-18 00:00:00,1228234,10172,10003,0,5,1.0,2.0,4.0,6.0,8.0,2.0,4.0,6.0,8.0,5.0,5.0,1.0,2.0,4.0,6.0,8.0,4.0,6.0,5.0,3.0,5.0,7.0,1.0,3.0,3.0,3.0,3.0,7.0,7.0,7.0,7.0,9.0,11.0,1.0,3.0,3.0,3.0,3.0,6.0,6.0,8.0,10.0,10.0,10.0,36374.0,24209.0,24740.0,23311.0,150176.0,32084.0,30802.0,192807.0,113465.0,47394.0,33418.0,37193.0,89185.0,74663.0,24948.0,102356.0,23882.0,24123.0,118528.0,23305.0,38759.0,38831.0,5,5,16,25,4,0,21,8,49,51
1729,1729,2012/2013,1,2012-08-18 00:00:00,1228235,9798,10194,1,1,1.0,2.0,4.0,6.0,8.0,2.0,4.0,6.0,8.0,4.0,6.0,1.0,2.0,4.0,6.0,8.0,2.0,4.0,6.0,8.0,4.0,6.0,1.0,3.0,3.0,3.0,3.0,7.0,7.0,7.0,7.0,10.0,10.0,1.0,3.0,3.0,3.0,3.0,7.0,7.0,7.0,7.0,10.0,10.0,38617.0,38067.0,49709.0,28308.0,33615.0,24754.0,40565.0,34194.0,113005.0,24952.0,41244.0,46518.0,23369.0,40695.0,38899.0,47418.0,32148.0,23253.0,24411.0,24773.0,33881.0,30830.0,1,4,12,24,6,1,32,7,64,36
1729,1729,2012/2013,1,2012-08-18 00:00:00,1228236,8659,8650,3,0,1.0,2.0,4.0,6.0,8.0,3.0,5.0,7.0,3.0,5.0,7.0,1.0,2.0,4.0,6.0,8.0,3.0,5.0,7.0,3.0,5.0,7.0,1.0,3.0,3.0,3.0,3.0,7.0,7.0,7.0,10.0,10.0,10.0,1.0,3.0,3.0,3.0,3.0,7.0,7.0,7.0,10.0,10.0,10.0,24147.0,23922.0,32441.0,26527.0,23787.0,24171.0,113968.0,71502.0,25550.0,23293.0,24737.0,30660.0,154271.0,22764.0,25984.0,34036.0,47558.0,30618.0,95327.0,30892.0,40636.0,184822.0,2,4,17,23,5,1,20,10,38,62
1729,1729,2012/2013,1,2012-08-18 00:00:00,1228237,8654,10252,1,0,1.0,2.0,4.0,6.0,8.0,3.0,5.0,7.0,3.0,5.0,7.0,1.0,2.0,4.0,6.0,8.0,2.0,4.0,6.0,8.0,5.0,5.0,1.0,3.0,3.0,3.0,3.0,7.0,7.0,7.0,10.0,10.0,10.0,1.0,3.0,3.0,3.0,3.0,7.0,7.0,7.0,7.0,9.0,11.0,23932.0,30668.0,35110.0,24751.0,43259.0,37169.0,40015.0,23933.0,23936.0,34543.0,24372.0,24224.0,183715.0,30602.0,161414.0,139673.0,30503.0,26539.0,78324.0,29581.0,24213.0,23949.0,1,5,11,23,1,0,19,10,48,52
1729,1729,2012/2013,1,2012-08-19 00:00:00,1228238,8528,8455,0,2,1.0,3.0,5.0,7.0,2.0,4.0,6.0,8.0,3.0,4.0,7.0,1.0,2.0,4.0,6.0,8.0,4.0,6.0,3.0,5.0,7.0,5.0,1.0,3.0,3.0,3.0,7.0,7.0,7.0,7.0,10.0,10.0,10.0,1.0,3.0,3.0,3.0,3.0,6.0,6.0,8.0,8.0,8.0,11.0,25156.0,11736.0,41071.0,33856.0,35472.0,28901.0,101192.0,111865.0,106228.0,49825.0,41061.0,30859.0,31306.0,52133.0,30627.0,38834.0,32345.0,30631.0,107417.0,41468.0,46010.0,30853.0,1,3,12,28,4,0,41,8,53,47
